,author,frequency,sentence
5036,EAP,0.538909877271807,"and at noon elfin horns rang over the ocean as olney, dry and light footed, climbed down from the cliffs to antique kingsport with the look of far places in his eyes."
5037,MWS,0.29424849062599306,"but a deadly pallor, overspreading her face, had proved to me that my exertions to reassure her would be fruitless."
5038,HPL,0.4468445890407023,"and the man was tall and stately in form, and was wrapped up from his shoulders to his feet in the toga of old rome."
5039,EAP,0.9076716966989606,"above the anthropomorphic patch of mould by the fireplace it rose; a subtle, sickish, almost luminous vapour which as it hung trembling in the dampness seemed to develop vague and shocking suggestions of form, gradually trailing off into nebulous decay and passing up into the blackness of the great chimney with a foetor in its wake."
5040,HPL,0.6093601807197753,and i stood in the morass among the tall and the rain fell upon my head and the lilies sighed one unto the other in the solemnity of their desolation.
5041,EAP,0.5311386712271527,"vegetables and bread, when they indulged in such luxuries, and even fresh water, was to be procured from the mainland, which was about five miles distant."
5042,EAP,0.34043827189744075,"but even at this velocity, it would take me no more than days to reach the surface of the moon."
5043,MWS,0.07789429085901917,but these were merely memories; he was changed since then.
5044,EAP,0.21925225834521558,"we will say, then, that i am mad."
5045,EAP,0.30016929512059587,"examine these similar actions as we will, we shall find them resulting solely from the spirit of the perverse."
5046,EAP,0.4481797543713034,"it was infinitely faint, subtly vibrant, and unmistakably musical, but held a quality of surpassing wildness which made its impact feel like a delicate torture of my whole body."
5047,EAP,0.3793244564678921,when arising of itself when manifesting itself in a strictly spontaneous manner we should look upon it as analogous with that intuition which is the idiosyncrasy of the individual man of genius.
5048,EAP,0.4225787136155494,"that illness, from its peculiarity, makes it painful to me beyond words to hear him mentioned, unless in terms of respect and affection."""
5049,EAP,0.5005406243672972,"the truth appeared an hour later, when a hastily assembled group of armed men trudged out to the frye place at the head of the glen."
5050,EAP,0.21101581380121395,the house was the property of madame l.
5051,EAP,0.5543790573751072,"he even tittered shrilly when the subject of the supposed under crypts, hewn out of the solid crag that frowns on the north sea, was brought up."
5052,EAP,0.4585054643984853,"formalities were gone through by bewildered officials, abnormal details were duly kept from press and public, and men were sent to dunwich and aylesbury to look up property and notify any who might be heirs of the late wilbur whateley."
5053,EAP,0.9610147368602432,"the motions of the head and eyes, and of the right arm of the figure, as well as the sound echec are produced by other mechanism in the interior, and actuated at will by the man within."
5054,HPL,0.2381086502922901,everywhere i turn i see the same figure her bloodless arms and relaxed form flung by the murderer on its bridal bier.
5055,EAP,0.23451035801825632,"his face, greatly sunburnt, was more than half hidden by whisker and mustachio."
5056,EAP,0.5872817579122854,"here i paused, not exactly knowing what path to pursue, when i heard the sound of voices, that induced me to conceal myself under the shade of a cypress."
5057,EAP,0.3799103123559592,"as west proceeded to take preliminary steps, i was impressed by the vast intricacy of the new experiment; an intricacy so vast that he could trust no hand less delicate than his own."
5058,EAP,0.03512550670072672,later incidents are chaotic.
5059,EAP,0.38108202413209324,"my feelings were totally different from any which i had hitherto experienced, in the presence of even the most celebrated specimens of female loveliness."
5060,EAP,0.28778878172129635,"the idea of it has never occurred to us, simply because of its supererogation."
5061,EAP,0.6326597426541857,"he did not dissent when they told him that the animal pain of a stuck pig or dyspeptic ploughman in real life is a greater thing than the peerless beauty of narath with its hundred carven gates and domes of chalcedony, which he dimly remembered from his dreams; and under their guidance he cultivated a painstaking sense of pity and tragedy."
5062,EAP,0.754879619538294,"now that the race of man had lost in fact all distinction of rank, this pride was doubly fatuitous; now that we felt a kindred, fraternal nature with all who bore the stamp of humanity, this angry reminiscence of times for ever gone, was worse than foolish."
5063,EAP,0.8096872994197442,"foolish false girl that i am"" she looked wildly on me, and then suddenly calming herself, apologized for what she called her unmeaning words, saying that she must indeed be insane, for, while raymond lived, she must be happy; and then, though she still wept, she suffered me tranquilly to depart."
5064,EAP,0.3464002171112998,"what are we to make of the skeletons found in the hole?"" ""that is a question i am no more able to answer than yourself."
5065,EAP,0.5770163565794633,"the prefect made unusual exertions; and the powers of the whole parisian police were, of course, tasked to the utmost extent."
5066,EAP,0.4272224830812574,"""at twenty minutes past six o'clock, the barometer showed an elevation of , feet, or five miles to a fraction."
5067,EAP,0.4402793154101637,"such was the account sent by karazza to raymond: but a tale full of monstrous exaggerations, though founded on this, was spread by the accompanying troop among our soldiers."
5068,EAP,0.16282055147993227,yet adrian's presence did some good; he at once broke through the law of silence observed concerning raymond.
5069,EAP,0.10919750666626463,"evening paper tuesday, june ."
5070,HPL,0.03846618114513339,only old scribonius libo seemed resigned.
5071,EAP,0.4232894946562189,"klenze, believed that the thing was of great age and artistic value, so took it from the men for himself."
5072,EAP,0.7588686088938094,"in the return to life from the swoon there are two stages; first, that of the sense of mental or spiritual; secondly, that of the sense of physical, existence."
5073,EAP,0.4602371854793895,"we floated thus for a little time, when i perceived a slight blurring and fading of the objects around us, as though some force were recalling me to earth where i least wished to go."
5074,EAP,0.35724716656830596,"there must, lord northam whispered, have been something wrong at the start; but it would never have come to a head if he had not explored too far."
5075,MWS,0.18925961232920244,"his host was very sympathetic, and agreed that something ought to be done."
5076,EAP,0.19264750860475835,"""what nonsense you do talk"" replied the prefect, laughing heartily."
5077,EAP,0.14154450566255564,"having seen our friend properly installed in his new office, we turned our eyes towards windsor."
5078,EAP,0.46068088515932265,"raymond was to inspire them with his beneficial will, and the mechanism of society, once systematised according to faultless rules, would never again swerve into disorder."
5079,EAP,1.940091927681261,"troy expired at the close of the second lustrum; and azoth, as aristaeus declares upon his honour as a gentleman, opened at last her gates to psammetichus, after having barred them for the fifth part of a century.... ""thou wretch thou vixen thou shrew"" said i to my wife on the morning after our wedding; ""thou witch thou hag thou whippersnapper thou sink of iniquity thou fiery faced quintessence of all that is abominable thou thou "" here standing upon tiptoe, seizing her by the throat, and placing my mouth close to her ear, i was preparing to launch forth a new and more decided epithet of opprobrium, which should not fail, if ejaculated, to convince her of her insignificance, when to my extreme horror and astonishment i discovered that i had lost my breath."
5080,EAP,0.48735455912190545,"the circumstance of the automaton's playing with his left hand cannot have connexion with the operations of the machine, considered merely as such."
5081,EAP,0.1497938734982058,there was subsequently much talk among the burgesses of ulthar.
5082,EAP,0.22477050387914138,"i did hear some croaking and clattering sounds far off toward town square, but accomplished the passage without disaster."
5083,EAP,0.10795256290412211,the dreams are stiff frozen as they stand.
5084,MWS,0.16087278889948095,i re echoed i aided i surpassed them in volume and in strength.
5085,EAP,0.505249010291248,"when we reached the door i cautiously unbolted it and threw it open, and as the moon streamed revealingly down on the form silhouetted there, west did a peculiar thing."
5086,EAP,0.14661905151654828,"matt he got to wonderin' too, an' so did cap'n obed."
5087,EAP,0.3511602962018446,"before a month was over the fearless dean had become a popular hero, though he seemed unconscious of his fame as he struggled to keep from collapsing with physical fatigue and nervous exhaustion."
5088,EAP,0.4955910036659071,"should the kittens be found to suffer uneasiness in an equal degree with their mother, i must consider my theory in fault, but a failure to do so i should look upon as a strong confirmation of my idea."
5089,EAP,0.5618401044201965,"the erroneous idea that ibid is the author of the lives is so frequently met with, even among those pretending to a degree of culture, that it is worth correcting."
5090,EAP,0.47634822240123376,"the fullest, if not the sole proper satisfaction of this sentiment he instinctively felt to lie in the creation of novel forms of beauty."
5091,MWS,0.24736786357377394,"yes mrs. o'trump, she went on, and i i went off."
5092,EAP,0.5485549606054992,"i remember, after having witnessed the destructive effects of a fire, i could not even behold a small one in a stove, without a sensation of fear."
5093,EAP,0.7772196830347337,"all i could do was to shut and bolt the open connecting door, as well as its mate on the opposite side pushing a bedstead against the one and a bureau against the other, and moving a washstand in front of the hall door."
5094,EAP,0.24896290584520483,i have often wondered if all the objects of the professor's questioning felt as puzzled as did this fraction.
5095,EAP,0.3480457829145469,"instead, i reflected, i would prepare by getting some bootleg liquor at a place where the grocery boy had told me it was plentiful."
5096,EAP,0.4208728391179423,"the sky became clouded, but the air was pure, although chilled by the northeast breeze that was then rising."
5097,EAP,0.15737553793201486,"thus speaking, fortunato possessed himself of my arm."
5098,MWS,0.06669844296155068,their suspension put me to ruinous inconvenience.
5099,EAP,0.10713408776638136,tempora mutantur excuse me for quoting the etruscan.
5100,MWS,0.32911767821205373,"with an air of absence he was playing with her auburn locks, while she leaned on him; twice i turned back, only to look again on this matchless pair."
5101,EAP,2.577718522092368,"that journal, however, having pronounced it ""twattle"" in the ""monthly notices to correspondents,"" i reheaded the paper ""'hey diddle diddle,' by thingumbob, esq., author of the ode on 'the oil of bob,' and editor of the 'snapping turtle.' ""with this amendment, i re enclosed it to the ""goosetherumfoodle,"" and, while i awaited a reply, published daily, in the ""turtle,"" six columns of what may be termed philosophical and analytical investigation of the literary merits of the ""goosetherumfoodle,"" as well as of the personal character of the editor of the ""goosetherumfoodle."""
5102,EAP,0.6393453922003627,"i found d at home, yawning, lounging, and dawdling, as usual, and pretending to be in the last extremity of ennui."
5103,EAP,0.34701191958266386,"i dare not expect such success, yet i cannot bear to look on the reverse of the picture."
5104,HPL,0.2238131642630094,when i slammed the door after them west came downstairs and looked at the box.
5105,MWS,0.16065035483529289,"but if my friendship can make you look on life with less disgust, beware how you injure it with suspicion."
5106,EAP,1.1146640590335966,"if the frenchman in question is indeed, as i suppose, innocent of this atrocity, this advertisement which i left last night, upon our return home, at the office of 'le monde,' a paper devoted to the shipping interest, and much sought by sailors, will bring him to our residence."""
5107,EAP,0.0852420317137577,our mode of life was now totally altered.
5108,EAP,0.192264117619185,"but for my deep seated impressions that treasure was here somewhere actually buried, we might have had all our labor in vain."""
5109,EAP,0.24001568026053355,"in such houses have dwelt generations of strange people, whose like the world has never seen."
5110,EAP,0.45615773308233426,"a door about ten inches square is thrown open in the loins of the figure, and a smaller one also in the left thigh."
5111,EAP,0.5507260736024537,this set him off at a tangent; and just at the epoch of this story for story it is getting to be after all my grand uncle rumgudgeon was accessible and pacific only upon points which happened to chime in with the caprioles of the hobby he was riding.
5112,HPL,0.06868386110328734,wade jermyn's son philip was a highly peculiar person.
5113,EAP,0.19822175506916112,"now i am like this."" ""what do you mean, you damned old fool?"" shouted trever."
5114,EAP,0.40308177428178804,"i am lonely without that gentle soul whose long years were filled only with honour, virtue, good taste, benevolence, and learning."
5115,EAP,0.43715618659510025,"the lady returns and expresses some little dissatisfaction with her sister and sister in law, because they happen to have paid forty or fifty dollars for a fac simile of her diamond ring a fac simile made out of real pinch beck and unquestionable paste."
5116,HPL,0.05383081088227348,it was monsieur maillard himself.
5117,EAP,0.710582883530988,"i saw, too, for a few moments of delirious horror, the soft and nearly imperceptible waving of the sable draperies which enwrapped the walls of the apartment."
5118,EAP,0.03483257875669319,still nothing appeared.
5119,EAP,0.4950266865972542,"grandeur in any of its moods, but especially in that of extent, startles, excites and then fatigues, depresses."
5120,EAP,0.32369830144870104,"this was an extensive and magnificent structure, the creation of the prince's own eccentric yet august taste."
5121,EAP,0.7044357044701666,"with these words he hurled the decanter, full of wine, against the mirror which hung directly opposite hermann; striking the reflection of his person with great precision, and of course shattering the glass into fragments."
5122,EAP,0.42073499067369124,"as i have already admitted, my superior, old dr. fenton, denies the reality of everything i have related."
5123,EAP,0.12685503082205057,it is a mere guess a very silly one and no more.
5124,EAP,0.5068170363446038,"then his countenance suddenly darkened, and in that shrill tone peculiar to himself, he cried, ""i fought a good battle last night; higher conquest the plains of greece never saw me achieve."
5125,EAP,0.6850378437057109,"""oh yes"" and here the prefect, producing a memorandum book proceeded to read aloud a minute account of the internal, and especially of the external appearance of the missing document."
5126,EAP,0.116042543476107,do you mean to say that the creator is not god?
5127,EAP,0.6610349833504926,"but see, amid the mimic rout, a crawling shape intrude a blood red thing that writhes from out the scenic solitude it writhes it writhes with mortal pangs the mimes become its food, and the seraphs sob at vermin fangs in human gore imbued."
5128,EAP,0.15115943464906803,this unexpected turn in the debate was quickly communicated to adrian.
5129,EAP,1.0959080550876852,"old bugs, obtaining a firmer hold on his mop, began to wield it like the javelin of a macedonian hoplite, and soon cleared a considerable space around himself, meanwhile shouting various disconnected bits of quotation, among which was prominently repeated, "" . . . the sons of belial, blown with insolence and wine."""
5130,EAP,1.3386333188305286,"""i repeat that it is no more than fact, that the larger portion of all truth has sprung from the collateral; and it is but in accordance with the spirit of the principle involved in this fact, that i would divert inquiry, in the present case, from the trodden and hitherto unfruitful ground of the event itself, to the contemporary circumstances which surround it."
5131,EAP,0.27973326326037423,"this troubled state yielded by degrees, to sullen animosity, and depression of spirits."
5132,EAP,0.7507183196274648,"had i been alone, i should have listened to him with a wish to hear reason, but when he endeavoured to vanquish me in my own territory, with my own weapons, he put me on my mettle, and the event was such as all might have expected."""
5133,HPL,0.04640428577176656,some strangers had even disappeared.
5134,MWS,0.17582353564241074,i am the assassin of those most innocent victims; they died by my machinations.
5135,EAP,0.3462408298476344,"plodding back to town and getting some coffee at a soda fountain, he dragged himself into the public library and browsed aimlessly among the lighter magazines."
5136,EAP,0.7163079017312904,"then everybody on the line could hear cha'ncey an' ol' seth bishop a yellin' tew, an' sally was shriekin' aout that suthin' heavy hed struck the haouse not lightnin' nor nothin', but suthin' heavy agin the front, that kep' a launchin' itself agin an' agin, though ye couldn't see nothin' aout the front winders."
5137,EAP,0.6435756163333177,it was necessary that some immediate exertion be made; yet the turret was altogether apart from the portion of the abbey tenanted by the servants there were none within call i had no means of summoning them to my aid without leaving the room for many minutes and this i could not venture to do.
5138,EAP,0.6210417034621498,"adrian also, notwithstanding his recluse habits and theories, so adverse to the spirit of party, had many friends, and they were easily induced to vote for a candidate of his selection."
5139,EAP,0.27907417538629875,"the feeling of perfect health which i enjoyed, assured me that i was free from contagion."
5140,EAP,0.42362119247519797,"i landed safely on the loose slates of the steep roof, and succeeded in gaining the gaping black skylight without a slip."
5141,EAP,0.7302349023645316,"the right, in its upper portion, was also partially, if not thoroughly, ossified, while the lower region was merely a mass of purulent tubercles, running one into another."
5142,EAP,0.2881635571791039,"if the rapture of assured sympathy was theirs, i enjoyed that of restored hope."
5143,MWS,0.2925272746531088,"how remarkably well you are looking to day but i have received a pipe of what passes for amontillado, and i have my doubts."""
5144,EAP,0.5518245533925794,"i had known that he now remained mostly shut in the attic laboratory with that accursed electrical machine, eating little and excluding even the servants, but i had not thought that a brief period of ten weeks could so alter and disfigure any human creature."
5145,EAP,0.37707149595716366,"our care was gravely minute; every cottage was again entered, every hillside dugout again searched for bodies, every thorny foot of adjacent slope again scanned for dens and caves, but all without result."
5146,EAP,0.4877207190519474,"""him rotten, massa, sure nuff,"" replied the negro in a few moments, ""but not so berry rotten as mought be."
5147,EAP,0.48818595755129474,"i had no opportunity of seeing madame lalande closely during daylight; and, at her musical soiree, my silly weakness in refusing the aid of glasses effectually prevented me from making a discovery of her age."
5148,EAP,0.5910295124903612,"i am not more certain that i breathe, than that the assurance of the wrong or error of any action is often the one unconquerable force which impels us, and alone impels us to its prosecution."
5149,EAP,0.25724242802803493,"free the air was not, or the street silent."
5150,EAP,0.17313333821546575,there was too much responsiblity in giving such a being the key to such blasphemous outer spheres.
5151,EAP,0.13849891659738345,i stared at the speaker in mute astonishment.
5152,EAP,1.3221862763258219,"on the sunday following, the grounds of the cemetery were, as usual, much thronged with visiters, and about noon an intense excitement was created by the declaration of a peasant that, while sitting upon the grave of the officer, he had distinctly felt a commotion of the earth, as if occasioned by some one struggling beneath."
5153,EAP,0.37020061256402415,"in all, the organs vary with the features of the place tenanted."
5154,EAP,0.6302215482964947,"and i call on you, spirits of the dead, and on you, wandering ministers of vengeance, to aid and conduct me in my work."
5155,EAP,0.20554064590611656,"joy strews the hard couch with roses, and makes labour ease."
5156,EAP,0.4123090045188443,"and i looked again, at closer range, and saw that the city was greater than any city i had known or dreamed of before."
5157,EAP,0.014198389757860592,"vat you know about de moissart?"""
5158,EAP,0.49485437604194044,"but i fear, from what you have yourself described to be his properties, that this will prove impracticable; and thus, while every proper measure is pursued, you should make up your mind to disappointment."""
5159,EAP,0.102274930106531,"then michael angelo was by no means original in his couplet 'non ha l'ottimo artista alcun concetto che un marmo solo in se non circunscriva.'"""
5160,EAP,0.2924067046037073,"in the market place they told fortunes for silver, and bought gay beads from the merchants."
5161,EAP,0.2741030158654944,"and then she shewed him how, by executing various designs and paintings, she earned a pittance for her support."
5162,EAP,0.3729231193379829,"""we must not judge of the means,"" said dupin, ""by this shell of an examination."
5163,HPL,0.28375418891654364,i opened it with apathy; the theory which he attempts to demonstrate and the wonderful facts which he relates soon changed this feeling into enthusiasm.
5164,EAP,0.5793856267150286,"yet after he came home for the last time sir wade would speak of such matters with a shudderingly uncanny zest, mostly after his third glass at the knight's head; boasting of what he had found in the jungle and of how he had dwelt among terrible ruins known only to him."
5165,EAP,0.42127346115904685,"rather stale that, to be sure, but, if properly dressed and dished up, will look quite as fresh as ever."
5166,EAP,0.3799964676336161,"""you will hardly persist now,"" said i smiling, ""that the whole of your adventure was not a dream."
5167,EAP,0.898323849073185,"to do this, he must gain the favour of the chief land holders, the nobility of the country; and these were his vowed enemies he must conciliate them by abandoning his favourite scheme of equalization; he must confirm them in their manorial rights; he must sell his cherished plans for the permanent good of his country, for temporary relief."
5168,EAP,0.21870948009597696,there have been many attempts at solving the mystery of the automaton.
5169,EAP,0.3307544186888028,"the countess of windsor, ex queen of england, returned from germany."
5170,EAP,0.8346938687596657,"from the one to the northwest issued a rivulet, which came, gently murmuring and slightly foaming, down the ravine, until it dashed against the group of rocks out of which sprang the insulated hickory."
5171,MWS,0.7783126787416587,"the poor old servant who was with me endeavoured to persuade me to remain here and to let him go alone i shook my head silently and sadly; sick almost to death i leant upon his arm, and as there was no road for a chaise dragged my weary steps across the desolate downs to meet my fate, now too certain for the agony of doubt."
5172,EAP,0.07341291209146245,it might have been a woman's.
5173,EAP,0.21330754418688802,the oppression of the darkness uplifted itself from my bosom.
5174,EAP,1.0355864374361916,"in moments of excitement the orbs grew bright to a degree almost inconceivable; seeming to emit luminous rays, not of a reflected but of an intrinsic lustre, as does a candle or the sun; yet their ordinary condition was so totally vapid, filmy, and dull as to convey the idea of the eyes of a long interred corpse."
5175,EAP,0.47253154360103217,"he had even wondered, at sawyer's funeral, how the vindictive farmer had managed to lie straight in a box so closely akin to that of the diminutive fenner."
5176,HPL,0.16680941076386296,it was even with difficulty that i could prevent him from following me through the streets.
5177,EAP,0.2646905517814758,"screamingly sentient, dumbly delirious, only the gods that were can tell."
5178,EAP,1.0633715144805485,"grenier, fired with virtuous rage at the possession of this holy symbol by a protestant, crushed van schaack's head one night with an axe and escaped to the north with his booty; soon, however, being robbed and slain by the half breed voyageur michel savard, who took the skull despite the illiteracy which prevented his recognising it to add to a collection of similar but more recent material."
5179,EAP,0.8061032398692162,"of this, however, i was not aware; although, in the present instance, i saw clearly that something of a whimsical nature was upon the tapis with my friend, and that hermann was its especial object."
5180,EAP,0.22542528398933398,the value of the jewels we found more difficulty in estimating.
5181,EAP,0.32494324521084345,"there were three fellows in particular who worried me beyond endurance, keeping watch continually about my door, and threatening me with the law."
5182,EAP,0.9241919711896757,"the result was that bedloe, who was wealthy, had made an arrangement with dr. templeton, by which the latter, in consideration of a liberal annual allowance, had consented to devote his time and medical experience exclusively to the care of the invalid."
5183,EAP,0.7062923507036734,"i thought, too, that i perceived the traces of sorrow in her countenance, which was excessively, although to my taste, not unpleasingly, pale."
5184,EAP,0.6730105669448048,"no one seemed able to place the subject, and all wondered that the drug degraded derelict should have such a portrait in his possession that is, all but the bank defaulter, who was meanwhile eyeing the intruding bluecoats rather uneasily."
5185,EAP,0.9550872537574471,"if my wearied soul flagged in its career, i thought of my loved home, of the casket that contained my treasures, of the kiss of love and the filial caress, while my eyes were moistened by purest dew, and my heart was at once softened and refreshed by thrilling tenderness."
5186,EAP,0.37636502268037686,"though i should have trouble in managing the double hatches alone, i believed i could overcome all obstacles with my scientific skill and actually walk about the dead city in person."
5187,EAP,0.9583870008917074,"as i placed my foot upon the upper step of the companion ladder, i was startled by a loud, humming noise, like that occasioned by the rapid revolution of a mill wheel, and before i could ascertain its meaning, i found the ship quivering to its centre."
5188,EAP,0.3113393268688157,"it was a troop sent by karazza, the admiral; they bore dispatches to the lord general."
5189,MWS,0.32965257917593466,"her life consecrated to him, was a slight sacrifice to reward his choice, but was not that sufficient did he need any gratification that she was unable to bestow?"
5190,HPL,0.04148392548183318,they 'insert' every month just such stuff.
5191,EAP,0.3174520438185743,"at chalk farm, the next morning, i shot off his nose and then called upon my friends."
5192,EAP,0.3372849887351974,"i walked about the isle like a restless spectre, separated from all it loved and miserable in the separation."
5193,EAP,0.34708515156867215,"had alexander not been alexander, he would have been diogenes; and the duc assured his antagonist in taking leave, ""que s'il n'eût été de l'omelette il n'aurait point d'objection d'être le diable."""
5194,EAP,0.6634171767777065,"near the corner of fall street i began to see scattered groups of furtive whisperers, and when i finally reached the square i saw that almost all the loiterers were congregated around the door of the gilman house."
5195,EAP,0.3745816084328786,"the inquisitorial vengeance had been hurried by my two fold escape, and there was to be no more dallying with the king of terrors."
5196,EAP,0.8803906280288964,"i do not remember exactly how i managed to reach the motor car, start it, and slip unobserved back to the village; for i retain no distinct impression save of wild armed titan trees, daemoniac mutterings of thunder, and charonian shadows athwart the low mounds that dotted and streaked the region."
5197,EAP,0.3622786347834702,"old bugs straightened up before the astonished trever, and in a mild and cultivated voice said, ""do not do this thing."
5198,MWS,0.1852399110263743,"probably you do not; i will relate her history, therefore in a few words."
5199,MWS,0.2861296472831268,trees gigantic and aged grew near; before the gate i discerned a crowd of moving human figures with intense curiosity i lifted my glass to my eye.
5200,EAP,0.6591051051309776,"such a lot the gods gave to me to me, the dazed, the disappointed; the barren, the broken."
5201,EAP,0.7533589788876492,"after some business transactions, hurried through in his ordinary manner, he produces a letter somewhat similar to the one in question, opens it, pretends to read it, and then places it in close juxtaposition to the other."
5202,EAP,0.2144577171436079,"mad indeed would i be to expect it, in a case where my very senses reject their own evidence."
5203,EAP,0.698012828520843,"at first, through bashfulness the result of inexperience i was a little put out by a certain inconsistency a certain air of the bizarre, as we say in france, worn by the composition as a whole."
5204,EAP,0.44394953023834866,"that identity which is termed personal, mr. locke, i think, truly defines to consist in the saneness of rational being."
5205,EAP,1.2928676353391721,"he now explained the mystery; showing that the volume, as it appeared prima facie, was written upon the plan of the nonsense verses of du bartas; that is to say, the language was ingeniously framed so as to present to the ear all the outward signs of intelligibility, and even of profundity, while in fact not a shadow of meaning existed."
5206,EAP,0.4336625900861122,"when he appeared, whole towns poured forth their population to meet him; new songs were adapted to their national airs, whose themes were his glory, valour, and munificence."
5207,EAP,0.3078931157625388,at length for my seared and writhing body there was no longer an inch of foothold on the firm floor of the prison.
5208,EAP,0.20026794291351305,"we employed only two days in our preparations, and made good use of them."
5209,EAP,0.32184165521519437,"dupin, sitting steadily in his accustomed arm chair, was the embodiment of respectful attention."
5210,EAP,0.4640194021685284,"the ex queen of england had, even during infancy, endeavoured to implant daring and ambitious designs in the mind of her son."
5211,EAP,0.5322974597116383,"haughty, yet trembling to every demonstration of respect; ambitious, but too proud to shew his ambition; willing to achieve honour, yet a votary of pleasure, he entered upon life."
5212,EAP,0.3493251887877522,"our two boys quietly slept; once, before our road turned from the view, i looked back on the castle."
5213,EAP,0.46850809213445394,"its vacillating effulgence seems to say that its state, even like ours upon earth, is wavering and inconstant; it fears, methinks, and it loves."""
5214,MWS,0.6731490308230061,"""at first"" said he, ""i could not bear to think of my poor little girl; but afterwards as grief wore off and hope again revisited me i could only turn to her, and amidst cities and desarts her little fairy form, such as i imagined it, for ever flitted before me."
5215,HPL,0.053819314713371764,his end was very revolting.
5216,EAP,0.40116912711780445,"and to make matters still more distressing, the rascally little scape grace in the steeple was evidently exerting himself to the utmost."
5217,EAP,0.3238878430595462,"""well now, jupiter, do exactly as i tell you do you hear?"" ""yes, massa."""
5218,EAP,0.46784469649649574,"you will understand me to say, then, that i wish you to wear spectacles; ah, hush you have already consented to wear them, for my sake."
5219,EAP,0.8087266680738696,"the duration of the contest is usually limited to half an hour, but if it be not finished at the expiration of this period, and the antagonist still contend that he can beat the automaton, m. maelzel has seldom any objection to continue it."
5220,EAP,0.1963823398911859,in view of such a gale the broad atlantic becomes a mere lake.
5221,EAP,0.45355584369709523,"i was unwilling to disturb his labours, and waited, watching the ingress and egress of the petitioners."
5222,EAP,0.22345232813099047,"if perchance some stricken asiatic come among us, plague dies with him, uncommunicated and innoxious."
5223,EAP,0.721632297890488,"my amusements were simple and very innocent; i fed the birds who built on the pines or among the ivy that covered the wall of my little garden, and they soon knew me: the bolder ones pecked the crumbs from my hands and perched on my fingers to sing their thankfulness."
5224,EAP,0.4068984530819897,"there's a mirror up at the other end of the room, and i'm going to take you to it."
5225,EAP,0.33586773441774115,"the door was the only conceivable egress, for there was no possible foothold outside the narrow window."
5226,EAP,0.9254024528407552,"in the brief account of von kempelen which appeared in the 'home journal,' and has since been extensively copied, several misapprehensions of the german original seem to have been made by the translator, who professes to have taken the passage from a late number of the presburg 'schnellpost.'"
5227,EAP,0.06218257164888278,with what manner of far reaching tentacles did it prey?
5228,EAP,0.1093095085272186,three men were swept up by the flabby claws before anybody turned.
5229,MWS,0.10814532358860292,all that i should express would be inadequate and feeble.
5230,HPL,0.05873392691885429,he sneers in your face.
5231,EAP,0.6081614894524402,"its three trunks separated from the parent at about three feet from the soil, and diverging very slightly and gradually, were not more than four feet apart at the point where the largest stem shot out into foliage: this was at an elevation of about eighty feet."
5232,MWS,0.21725982417116832,he stretched out to me his other hand; i discerned the trace of manacles on his bared wrist.
5233,EAP,0.3395422570098088,you cannot fail to have remarked the extreme laxity of the examination of the corpse.
5234,EAP,0.1929576676043233,"in about a month afterwards he paid us another visit, and found us occupied very nearly as before."
5235,EAP,0.352323392450213,"and so numerous are the recorded troubles in insane asylums, that only a miracle can have stopped the medical fraternity from noting strange parallelisms and drawing mystified conclusions."
5236,EAP,0.4262101585687884,"""by no means, if, when the article is deposited, a sufficient wadding of cotton be placed around it."
5237,EAP,0.5457807606649464,"the countess can never forget that she has been a queen, and she disdains to leave a diminished inheritance to her children; her power and my wit will rebuild the throne, and this brow will be clasped by a kingly diadem."
5238,HPL,1.444821263314001,and the heaven became livid with the violence of the tempest and the rain beat upon the head of the man and the floods of the river came down and the river was tormented into foam and the water lilies shrieked within their beds and the forest crumbled before the wind and the thunder rolled and the lightning fell and the rock rocked to its foundation.
5239,MWS,0.07266709035059844,she had from her birth lived a retired life.
5240,EAP,0.17125084539866198,it is inconceivable how rich a sentiment of satisfaction arose in my bosom as i reflected upon my absolute security.
5241,EAP,0.1182050409452957,"scalping is a rough process after all; but then you can procure such a capital scratch at de l'orme's."""
5242,MWS,0.09308335981357908,with it my reason had nothing to do.
5243,EAP,0.3966847449157617,"he reminds me how often the same accidents have happened to other navigators who have attempted this sea, and in spite of myself, he fills me with cheerful auguries."
5244,EAP,0.74427821262261,"jupiter, with his accustomed caution, before seizing the insect, which had flown towards him, looked about him for a leaf, or something of that nature, by which to take hold of it."
5245,EAP,0.41659953734615907,"in this dearth of sympathy, he had recourse to his almost infant son; and the early development of talent and sensibility rendered adrian no unfitting depository of his father's confidence."
5246,EAP,0.6768401690366548,"the only sign that life had been here, was the perfect snow white skeleton of a goat, which had probably not perceived the opening as it grazed on the hill above, and had fallen headlong."
5247,EAP,0.18594462800304992,but i paid these people no attention whatever i just stepped into the shop of an artist.
5248,EAP,0.6888932923808581,"then kuranes walked through the street of pillars to the seaward wall, where gathered the traders and sailors, and strange men from the regions where the sea meets the sky."
5249,MWS,0.8946456943120432,"i did not feel thus franticly when first i knew that the holy name of father was become a curse to me: but my lonely life inspired me with wild thoughts; and then when i saw woodville day after day he tried to win my confidence and i never dared give words to my dark tale, i was impressed more strongly with the withering fear that i was in truth a marked creature, a pariah, only fit for death."
5250,EAP,0.24224710195184782,"we could no longer say, this we will do, and this we will leave undone."
5251,EAP,0.20893947160968213,the film of the shadow has already passed from off your eyes.
